rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
39,バンドリ！ ガールズバンドパーティ！,127314,1.0 M,4,0.4,1.0,0.0,GAME MUSIC,90009,16965,7215,3373,9750,False
40,Piano Magic Tiles Hot song - Free Piano Game,123653,10.0 M,4,2.3,5.2,0.0,GAME MUSIC,94189,11112,6057,2869,9423,False
41,Helix Crush,114600,10.0 M,4,0.8,1.8,0.0,GAME MUSIC,78216,10083,6848,4863,14589,False
42,Piano Game Classic - Challenge Music Song,113827,10.0 M,4,6.8,15.9,0.0,GAME MUSIC,83507,11434,6161,2997,9725,False
43,Piano Solo - Magic Dream tiles game 4,112810,10.0 M,3,0.1,0.3,0.0,GAME MUSIC,59082,12398,9954,6855,24519,False
44,Cytus II,111679,1.0 M,4,0.8,1.7,1.99,GAME MUSIC,88842,11945,4620,1947,4322,True
45,Just Dance Controller,108187,10.0 M,3,0.5,1.2,0.0,GAME MUSIC,59335,11560,7264,4883,25143,False
46,VOEZ,107328,1.0 M,4,0.3,0.6,0.0,GAME MUSIC,68411,16535,8083,3916,10381,False
47,ラブライブ！スクールアイドルフェスティバル（スクフェス） - 大人気リズムゲーム,105984,1.0 M,4,0.0,0.1,0.0,GAME MUSIC,73443,12242,6752,3858,9686,False
48,Au Mobile VTC – Game nhảy Audition,104261,5.0 M,3,0.2,0.4,0.0,GAME MUSIC,43790,6890,6890,5510,41180,False
49,BanG Dream! Girls Band Party!,102536,1.0 M,4,1.9,4.7,0.0,GAME MUSIC,80964,9639,4027,2113,5791,False
50,UniPad,102133,5.0 M,4,0.0,0.1,0.0,GAME MUSIC,65640,10602,6764,3607,15518,False
51,Drum set,97355,10.0 M,4,0.0,0.0,0.0,GAME MUSIC,64307,12188,8931,3576,8351,False
52,Piano Magic Tiles Pop Music 2,95540,10.0 M,4,1.5,3.6,0.0,GAME MUSIC,62900,9673,6076,4057,12831,False
53,Piano - Play & Learn Music,87197,10.0 M,3,2.0,3.6,0.0,GAME MUSIC,54591,6688,5454,4070,16392,False
54,Piano Fire - EDM Music & New Rhythm,87091,10.0 M,4,19.7,62.5,0.0,GAME MUSIC,71476,5527,3071,1731,5282,False
55,Piano Master 2,86693,10.0 M,4,0.0,0.0,0.0,GAME MUSIC,56117,12116,6432,3226,8800,False
56,Piano Games Mini: Music Instrument & Rhythm,83342,10.0 M,4,0.8,1.8,0.0,GAME MUSIC,61458,6680,4012,2459,8731,False
57,LIT killah: The Game,82629,1.0 M,4,2.0,4.5,0.0,GAME MUSIC,66304,6988,2885,1537,4912,False
58,Rock vs Guitar Legends 2017 HD,71117,5.0 M,3,1446.7,0.1,0.0,GAME MUSIC,37347,8774,10183,3008,11802,False
59,Love Live! School idol festival - 音樂節奏遊戲,71008,1.0 M,4,0.0,0.0,0.0,GAME MUSIC,51391,7698,4139,1859,5918,False
60,Beat Bop: Pop Star Clicker,69242,100.0 k,4,0.1,0.1,0.0,GAME MUSIC,51096,9117,5438,1059,2529,False
61,Don't Forget the Lyrics,68321,5.0 M,4,0.7,1.5,0.0,GAME MUSIC,39709,11266,6684,3560,7100,False
62,6ix9ine Runner,67388,5.0 M,4,2.1,4.2,0.0,GAME MUSIC,54348,4150,2189,1174,5524,False
63,Beat Roller - Music Ball Race,65897,10.0 M,4,0.7,426.0,0.0,GAME MUSIC,39278,12259,3699,2329,8329,False
64,アイドルマスター シンデレラガールズ スターライトステージ,65210,1.0 M,4,0.2,0.4,0.0,GAME MUSIC,44969,8419,4498,2084,5237,False
65,Marshmello Music Dance,64028,10.0 M,4,3.0,6.0,0.0,GAME MUSIC,52167,3567,2048,1418,4826,False
66,Drum kit (Drums) free,60920,10.0 M,4,0.1,0.2,0.0,GAME MUSIC,38319,6683,5388,2430,8098,False
67,Tebak Lagu Indonesia,56963,1.0 M,4,0.0,0.0,0.0,GAME MUSIC,31363,9224,9663,2443,4268,False
68,Lost in Harmony,56107,1.0 M,4,0.1,0.3,0.0,GAME MUSIC,45083,5276,2158,1109,2478,False
69,Real Piano Teacher 2,55578,1.0 M,4,0.8,1.9,0.0,GAME MUSIC,37028,7639,4729,1929,4249,False
70,SHOW BY ROCK!![爽快音ゲー ショウバイロック］,55357,500.0 k,4,0.0,0.0,0.0,GAME MUSIC,30635,15762,5493,1738,1728,False
71,Beat Racer,55015,1.0 M,4,0.2,0.5,0.0,GAME MUSIC,35154,7096,4617,1909,6237,False
72,AyoDance Mobile,54079,1.0 M,3,0.3,0.9,0.0,GAME MUSIC,29528,3838,4178,2848,13684,False
73,Beat Jumper: EDM up!,53791,10.0 M,4,1.8,4.3,0.0,GAME MUSIC,37386,5789,3922,1837,4855,False
74,Popscene (Music Industry Sim),53142,1.0 M,3,0.5,1.1,0.0,GAME MUSIC,27811,6397,5002,3188,10741,False
75,Rock Hero 2,52940,5.0 M,3,0.2,0.6,0.0,GAME MUSIC,31781,6806,3787,2298,8265,False
76,PianoTiles 3,50867,5.0 M,3,3.1,6.9,0.0,GAME MUSIC,28083,5616,3754,2763,10648,False
77,SuperStar YG,48198,500.0 k,4,3.9,10.7,0.0,GAME MUSIC,37036,5112,2158,1334,2556,False
78,Opsu!(Beatmap player for Android),48107,1.0 M,3,2.8,6.2,0.0,GAME MUSIC,22453,6626,5140,2852,11033,False
79,Dynamix,47959,1.0 M,4,0.4,718.2,0.0,GAME MUSIC,32842,6648,3169,1469,3829,False
80,アイドリッシュセブン,47171,500.0 k,4,0.2,0.3,0.0,GAME MUSIC,37830,5098,1941,836,1463,False
81,Beat Blade: Dash Dance,46210,10.0 M,4,0.1,0.2,0.0,GAME MUSIC,30610,6215,3317,1743,4323,False
82,Color Hop 3D - Music Game,45842,10.0 M,4,4.6,11.5,0.0,GAME MUSIC,30296,3539,2428,2101,7475,False
83,Au 2 - Chuẩn Audition Mobile,45178,1.0 M,4,1.2,5.4,0.0,GAME MUSIC,34403,2928,1619,1109,5117,False
84,Mini Piano,45003,5.0 M,3,0.0,0.0,0.0,GAME MUSIC,22326,4329,4399,2799,11148,False
85,YASUHATI / With your voice!,43497,5.0 M,4,0.2,0.4,0.0,GAME MUSIC,29234,4587,3328,1549,4797,False
86,Beat Shooter,43124,5.0 M,4,1.2,3.2,0.0,GAME MUSIC,32760,3038,1928,1089,4307,False
87,Anime Tiles: Piano Music,42881,1.0 M,3,4.3,4.7,0.0,GAME MUSIC,23820,6247,3976,2538,6297,False
88,Happy Piano - Touch Music,42763,1.0 M,4,0.1,0.1,0.0,GAME MUSIC,31694,3989,2779,1109,3189,False
89,Project: Muse,41521,1.0 M,4,1.7,3.0,0.0,GAME MUSIC,26336,6930,3484,1871,2897,False
90,Beat Shooter - Gunshots Rhythm Game,40370,10.0 M,4,21.2,56.5,0.0,GAME MUSIC,31297,3395,1483,1036,3157,False
91,Pink Piano,40192,10.0 M,4,1.5,3.6,0.0,GAME MUSIC,27089,2471,2044,1677,6908,False
92,プロジェクトセカイ カラフルステージ！ feat. 初音ミク,38912,1.0 M,4,7.3,16.0,0.0,GAME MUSIC,27999,5085,2443,1157,2226,False
93,Piano Music Tiles 2 - Free Music Games,37291,5.0 M,3,3.2,6.8,0.0,GAME MUSIC,13975,3720,3521,3043,13030,False
94,Harmonium,36046,10.0 M,4,2.9,6.0,0.0,GAME MUSIC,26252,3277,1873,886,3756,False
95,TAPSONIC TOP - Music Grand prix,35324,1.0 M,4,1.3,3.0,0.0,GAME MUSIC,24495,5029,2569,869,2359,False
96,Magic Tiles Vocal & Piano Top Songs New Games,34781,5.0 M,4,2.4,5.7,0.0,GAME MUSIC,24705,4583,1947,838,2706,False
97,Piano Detector,34434,1.0 M,4,0.4,1.0,0.0,GAME MUSIC,23468,3894,2256,998,3814,False
98,Muse Dash,34140,100.0 k,4,768.5,6.7,1.49,GAME MUSIC,29210,2774,718,429,1007,True
99,Lanota - Dynamic & Challenging Music Game,33173,1.0 M,4,0.8,1.9,0.0,GAME MUSIC,26494,3628,1405,528,1116,False
100,Berpacu Dalam Melody Indonesia,32993,1.0 M,4,0.0,0.0,0.0,GAME MUSIC,19715,5998,4988,849,1439,False
1,Fishdom,4876844,100.0 M,4,1.0,2.9,0.0,GAME PUZZLE,3641850,439299,231737,124487,439469,False
2,Brain Out – Can you pass it?,4467655,100.0 M,4,1.8,3.4,0.0,GAME PUZZLE,3390163,421521,211538,99383,345048,False
3,Toon Blast,3222428,50.0 M,4,1.0,2.0,0.0,GAME PUZZLE,2556112,384991,149188,39049,93086,False
4,Toy Blast,2941258,50.0 M,4,0.5,1.3,0.0,GAME PUZZLE,2267242,373376,152797,45384,102457,False
5,Bubble Witch 3 Saga,2514879,50.0 M,4,0.4,0.8,0.0,GAME PUZZLE,1916271,353214,112067,37981,95344,False
6,Cut the Rope 2,2301209,100.0 M,4,0.1,0.2,0.0,GAME PUZZLE,1810251,255614,102894,33835,98612,False
7,Where's My Water? 2,2151126,100.0 M,4,0.2,0.5,0.0,GAME PUZZLE,1461033,221781,145555,76086,246668,False
8,Empires & Puzzles: Epic Match 3,2107067,50.0 M,4,0.7,1.5,0.0,GAME PUZZLE,1424833,234631,132332,75143,240126,False
9,Pixel Art: Color by Number,2065276,100.0 M,4,633.0,2.5,0.0,GAME PUZZLE,1558040,233777,105530,45513,122413,False
10,Matchington Mansion,1951302,50.0 M,4,1.1,2.3,0.0,GAME PUZZLE,1406839,263363,115542,47833,117722,False
11,Disney Frozen Free Fall - Play Frozen Puzzle Games,1713085,50.0 M,4,0.1,0.2,0.0,GAME PUZZLE,1268094,258390,86945,28762,70892,False
12,Sudoku.com - Free Sudoku,1704670,50.0 M,4,1.1,2.3,0.0,GAME PUZZLE,1254531,307541,79949,18011,44635,False
13,ضربة معلم - لعبة الغاز مسلية,1701889,10.0 M,4,1.3,2.8,0.0,GAME PUZZLE,1416736,103007,67437,31868,82838,False
14,Candy Crush Jelly Saga,1652333,100.0 M,4,0.5,1.1,0.0,GAME PUZZLE,1199685,241711,99714,31883,79338,False
15,Roll the Ball® - slide puzzle,1561049,100.0 M,4,0.1,0.2,0.0,GAME PUZZLE,994338,242232,126119,51089,147270,False
16,Block Puzzle Jewel,1557099,100.0 M,4,1.0,2.4,0.0,GAME PUZZLE,1068366,190532,105960,50031,142208,False
17,Flow Free,1455893,100.0 M,4,142.6,0.8,0.0,GAME PUZZLE,1021457,195457,91530,41930,105517,False
18,2048 Number puzzle game,1361162,10.0 M,4,134.8,269.5,0.0,GAME PUZZLE,873731,251904,104041,49104,82379,False
19,Escape Titanic,1265308,10.0 M,4,0.0,0.0,0.0,GAME PUZZLE,980240,108412,62854,22734,91066,False
20,Bad Piggies,1232582,50.0 M,4,0.1,0.3,0.0,GAME PUZZLE,905234,131252,71105,25952,99036,False
21,Manor Cafe,1210485,10.0 M,4,0.7,1.9,0.0,GAME PUZZLE,902546,176537,68702,19301,43397,False
22,LINE：ディズニー ツムツム,1198499,10.0 M,3,0.1,0.2,0.0,GAME PUZZLE,569538,254994,163385,62002,148577,False
23,Bubble Shooter: Panda Pop!,1160505,50.0 M,4,0.2,0.5,0.0,GAME PUZZLE,875961,158170,55526,20293,50553,False
24,Merge Dragons!,1160229,10.0 M,4,1.0,2.1,0.0,GAME PUZZLE,809178,210244,67354,21742,51708,False
25,Cut the Rope: Time Travel,1110248,50.0 M,4,0.1,0.1,0.0,GAME PUZZLE,885876,116537,44258,14299,49275,False
26,Cookie Jam™ Match 3 Games | Connect 3 or More,1104361,50.0 M,4,0.5,0.9,0.0,GAME PUZZLE,788438,195027,60848,20236,39809,False
27,Lily’s Garden,1065264,10.0 M,4,1.8,4.1,0.0,GAME PUZZLE,832411,119697,50381,20597,42175,False
28,Jigsaw Puzzles - Puzzle Games,1039836,10.0 M,4,2.3,4.9,0.0,GAME PUZZLE,736089,201323,65426,13651,23345,False
29,Indy Cat for VK,998983,5.0 M,4,0.0,0.0,0.0,GAME PUZZLE,931620,35619,10710,5345,15686,False
30,애니팡2,997666,10.0 M,3,0.0,0.0,0.0,GAME PUZZLE,515259,198338,117823,46204,120039,False
31,Can You Escape,975608,10.0 M,4,0.0,0.0,0.0,GAME PUZZLE,611973,208216,82752,17876,54788,False
32,Happy Glass,968677,100.0 M,3,0.7,1.7,0.0,GAME PUZZLE,586764,100779,77199,50085,153849,False
33,Two Dots,944709,10.0 M,4,1.3,2.7,0.0,GAME PUZZLE,643024,163847,53900,21376,62560,False
34,Tower of Saviors,941228,10.0 M,4,0.1,0.4,0.0,GAME PUZZLE,622828,101496,47377,20562,148963,False
35,Shoot Bubble Deluxe,924459,100.0 M,4,0.0,0.1,0.0,GAME PUZZLE,691718,101102,57033,19277,55325,False
36,Pirate Treasures - Gems Puzzle,884220,50.0 M,4,0.2,0.5,0.0,GAME PUZZLE,672791,95015,36419,18973,61021,False
37,Doodle Alchemy,819672,10.0 M,4,0.2,0.4,0.0,GAME PUZZLE,633312,108225,42934,12432,22766,False
38,Escape game : 50 rooms 1,754345,10.0 M,4,1.3,2.7,0.0,GAME PUZZLE,516134,122842,56446,18848,40072,False
39,Infinity Loop ®,735564,10.0 M,4,0.7,1.4,0.0,GAME PUZZLE,586868,90997,26745,9261,21690,False
40,Jigty Jigsaw Puzzles,721199,10.0 M,4,0.0,0.0,0.0,GAME PUZZLE,600677,52736,26857,8992,31933,False
41,Unblock Me FREE,701845,50.0 M,4,0.0,0.1,0.0,GAME PUZZLE,539528,78197,35664,12690,35764,False
42,Sudoku - Free Classic Sudoku Puzzles,701221,10.0 M,4,6.8,13.1,0.0,GAME PUZZLE,519848,129208,34746,5986,11431,False
43,Bubble Blast 2,699239,10.0 M,4,0.0,0.0,0.0,GAME PUZZLE,458200,129823,50977,23198,37038,False
44,Unblock Ball - Block Puzzle,694965,100.0 M,4,0.8,1.9,0.0,GAME PUZZLE,468482,86334,53179,23037,63930,False
45,Mouse,685364,10.0 M,4,169.9,0.0,0.0,GAME PUZZLE,463196,120923,48379,19969,32895,False
46,Inside Out Thought Bubbles,673835,10.0 M,4,0.1,0.1,0.0,GAME PUZZLE,500676,79495,36922,17243,39498,False
47,MonsterBusters: Match 3 Puzzle,669939,10.0 M,4,0.0,0.1,0.0,GAME PUZZLE,535471,95701,22684,5194,10887,False
48,Love Balls,661430,100.0 M,4,0.2,0.5,0.0,GAME PUZZLE,422723,76767,53669,30462,77806,False
49,Mr Bullet - Spy Puzzles,649024,100.0 M,4,1.0,2.2,0.0,GAME PUZZLE,442810,71356,41422,23585,69849,False
50,LINE Bubble 2,643644,10.0 M,4,0.2,0.3,0.0,GAME PUZZLE,389089,106228,67787,21747,58790,False
51,Mazes & More,608546,50.0 M,4,0.6,1.4,0.0,GAME PUZZLE,404176,74546,44217,22786,62819,False
52,Matches Puzzle Game,596554,10.0 M,4,0.2,0.4,0.0,GAME PUZZLE,411377,105903,41525,11585,26160,False
53,パズル＆ドラゴンズ(Puzzle & Dragons),594490,10.0 M,3,0.1,0.3,0.0,GAME PUZZLE,332022,79166,56797,26915,99587,False
54,Sudoku,584124,10.0 M,4,0.1,0.2,0.0,GAME PUZZLE,458061,106350,10329,2675,6707,False
55,Marble Legend,571570,50.0 M,4,0.0,0.0,0.0,GAME PUZZLE,383776,73557,55320,16169,42746,False
56,Hello Stars,570345,50.0 M,4,0.0,0.0,0.0,GAME PUZZLE,420021,43026,30999,18902,57395,False
57,Wood Block Puzzle,565614,50.0 M,4,0.1,0.3,0.0,GAME PUZZLE,429284,45646,29382,15814,45486,False
58,Harry Potter: Puzzles & Spells - Match-3 Magic,554434,10.0 M,4,6.3,13.3,0.0,GAME PUZZLE,474823,41233,15227,7257,15890,False
59,LINE: Disney Tsum Tsum,550425,10.0 M,4,0.1,251.7,0.0,GAME PUZZLE,357903,75666,39518,18329,59007,False
60,Easy Game - Brain Test and Tricky Mind Puzzles,547548,10.0 M,4,1.1,2.5,0.0,GAME PUZZLE,389864,72820,30413,13849,40600,False
61,Block! Hexa Puzzle™,546820,50.0 M,3,0.0,0.1,0.0,GAME PUZZLE,300160,90111,49226,29196,78124,False
62,Sweet Fruit Candy,541211,50.0 M,4,1.0,2.1,0.0,GAME PUZZLE,380589,73442,37922,13378,35878,False
63,Cut the Rope: Experiments,540007,50.0 M,4,444.6,0.0,0.0,GAME PUZZLE,387875,56186,34325,15360,46259,False
64,House Paint,530612,50.0 M,4,0.4,0.8,0.0,GAME PUZZLE,342051,69406,45347,23688,50117,False
65,Escape the Mansion,528900,5.0 M,4,0.1,0.1,0.0,GAME PUZZLE,374132,91668,41509,8309,13279,False
66,Block Puzzle - Free Classic Wood Block Puzzle Game,521894,10.0 M,4,5.8,13.3,0.0,GAME PUZZLE,355232,108346,38485,6823,13005,False
67,Dig This!,520896,50.0 M,4,0.5,1.1,0.0,GAME PUZZLE,367445,72031,23863,14116,43438,False
68,Brain Wars,518428,10.0 M,4,0.0,353.1,0.0,GAME PUZZLE,358319,108094,26601,6815,18597,False
69,Nonogram.com - Picture cross number puzzle,512643,10.0 M,4,3.2,6.7,0.0,GAME PUZZLE,357322,101120,28132,8286,17780,False
70,Gummy Drop! Match to restore and build cities,510656,10.0 M,4,0.1,0.2,0.0,GAME PUZZLE,337321,78723,33993,15936,44680,False
71,Charm King,509754,10.0 M,4,0.1,0.2,0.0,GAME PUZZLE,373628,59435,26925,12778,36986,False
72,Gemmy Lands: New Match 3 Games 2021 to Crush Gems,502640,10.0 M,4,0.3,0.5,0.0,GAME PUZZLE,399600,55407,20951,6877,19802,False
73,Energy: Anti Stress Loops,499265,10.0 M,4,3.6,6.7,0.0,GAME PUZZLE,408802,62489,14505,4285,9181,False
74,Brain It On! - Physics Puzzles,491439,50.0 M,4,0.1,0.2,0.0,GAME PUZZLE,318746,82552,32565,17102,40471,False
75,Find The Differences - The Detective,490970,50.0 M,4,0.0,0.0,0.0,GAME PUZZLE,324781,38060,31659,22752,73715,False
76,Disney Emoji Blitz,489067,10.0 M,4,0.6,1.3,0.0,GAME PUZZLE,325679,78321,33920,15720,35425,False
77,Troll Face Quest: Video Memes - Brain Game,485621,10.0 M,4,0.1,0.3,0.0,GAME PUZZLE,335295,44072,31284,17077,57890,False
78,Slugterra: Slug it Out 2,481615,10.0 M,4,6.2,12.0,0.0,GAME PUZZLE,412995,32366,11448,5054,19749,False
79,Cut the Rope: Magic,470475,10.0 M,4,0.1,0.2,0.0,GAME PUZZLE,346937,60356,26756,10175,26247,False
80,1010! Block Puzzle Game,466759,10.0 M,4,0.1,0.2,0.0,GAME PUZZLE,332243,64131,29683,11306,29394,False
81,That Level Again,464014,10.0 M,4,0.5,1.0,0.0,GAME PUZZLE,383178,42022,15107,6078,17626,False
82,Train Taxi,463260,50.0 M,4,752.0,0.9,0.0,GAME PUZZLE,294864,57247,41036,22447,47663,False
83,Sudoku,462036,10.0 M,4,172.6,0.5,0.0,GAME PUZZLE,375734,64079,10145,3534,8542,False
84,"ASolver - show me the puzzle, and I will solve it",460315,5.0 M,4,28.9,113.2,0.0,GAME PUZZLE,361695,36463,18076,9353,34725,False
85,Crazy Kitchen: Match 3 Puzzles,459320,10.0 M,4,0.0,0.1,0.0,GAME PUZZLE,398796,37824,12018,3187,7492,False
86,Tebak Gambar,453317,10.0 M,4,0.2,0.4,0.0,GAME PUZZLE,311581,43790,31309,17438,49197,False
87,Build a Bridge!,451860,10.0 M,4,0.6,1.2,0.0,GAME PUZZLE,286839,63628,36663,17826,46901,False
88,PixWords™,440665,10.0 M,4,0.0,0.1,0.0,GAME PUZZLE,355004,53499,15716,4832,11612,False
89,Match 3D - Matching Puzzle Game,420325,10.0 M,4,4.6,11.2,0.0,GAME PUZZLE,286657,61968,16908,13744,41045,False
90,How to Loot - Pin Pull & Hero Rescue,414811,50.0 M,4,3.2,8.3,0.0,GAME PUZZLE,307162,34076,23013,12619,37938,False
91,LINE PokoPoko - Play with POKOTA! Free puzzler!,414626,10.0 M,3,0.7,1.3,0.0,GAME PUZZLE,158839,88968,76250,27016,63551,False
92,Blockudoku® - Block Puzzle Game,414430,10.0 M,4,3.0,4.9,0.0,GAME PUZZLE,272911,80283,31266,8726,21241,False
93,Rescue Cut - Rope Puzzle,407062,100.0 M,4,1862.1,4.5,0.0,GAME PUZZLE,273664,36549,24461,17968,54418,False
94,DOP 2: Delete One Part,403195,50.0 M,4,10.1,26.0,0.0,GAME PUZZLE,266695,39854,21493,15180,59970,False
95,Block Puzzle & Conquer,402599,10.0 M,4,0.0,0.0,0.0,GAME PUZZLE,262234,91540,27186,6527,15110,False
96,Antistress - relaxation toys,398873,50.0 M,4,5.6,11.5,0.0,GAME PUZZLE,296810,44152,20472,10052,27385,False
97,Cut the Rope FULL FREE,390519,100.0 M,4,0.0,0.1,0.0,GAME PUZZLE,304567,48911,16267,5635,15137,False
98,Color Fill 3D,384115,100.0 M,4,4.8,11.5,0.0,GAME PUZZLE,251975,39025,32327,17572,43213,False
99,디즈니 틀린그림찾기,383236,1.0 M,4,0.0,0.0,0.0,GAME PUZZLE,232374,93919,40506,5918,10516,False
100,Who Is The Killer? Episode I,377015,5.0 M,4,0.2,0.4,0.0,GAME PUZZLE,235595,67597,41877,12829,19115,False
1,Hill Climb Racing,10188038,500.0 M,4,0.4,0.8,0.0,GAME RACING,7148370,982941,607603,338715,1110407,False
2,Traffic Rider,7580227,100.0 M,4,0.5,1.0,0.0,GAME RACING,5426819,833452,446764,212143,661046,False
3,Traffic Racer,6062833,100.0 M,4,0.3,0.5,0.0,GAME RACING,4580870,581388,308448,145729,446396,False
4,Dr. Driving,6062304,100.0 M,4,0.5,1.0,0.0,GAME RACING,4307671,494396,337684,213487,709064,False
5,Need for Speed™ No Limits,4507290,100.0 M,4,0.6,1.2,0.0,GAME RACING,2976966,514643,268717,148109,598854,False
6,CSR Racing 2 – Free Car Racing Game,4476329,10.0 M,4,0.5,0.9,0.0,GAME RACING,3458236,578619,178927,70721,189823,False
7,Angry Birds Go!,3870456,100.0 M,4,476.9,0.0,0.0,GAME RACING,2753918,362720,224963,101659,427194,False
8,Extreme Car Driving Simulator,3612756,100.0 M,4,1.7,3.7,0.0,GAME RACING,2691153,285485,166427,102619,367068,False
9,Bike Race Free - Top Motorcycle Racing Games,2962468,100.0 M,4,0.3,0.6,0.0,GAME RACING,2026065,303481,185693,93766,353461,False
10,CSR Racing,2490517,50.0 M,4,0.0,0.0,0.0,GAME RACING,1948115,240253,105455,35448,161244,False
11,Fun Race 3D,2221285,100.0 M,4,2.1,5.2,0.0,GAME RACING,1465135,236017,175065,95923,249142,False
12,Beach Buggy Racing,2178512,100.0 M,4,1.1,2.2,0.0,GAME RACING,1657717,195050,96043,49967,179732,False
13,Asphalt 9: Legends,2098500,50.0 M,4,1.6,3.9,0.0,GAME RACING,1605688,206562,85294,41374,159579,False
14,Fast Racing 3D,1848375,100.0 M,4,0.0,0.1,0.0,GAME RACING,1329863,205301,132256,43679,137274,False
15,Earn to Die 2,1781295,100.0 M,4,0.4,0.8,0.0,GAME RACING,1265382,217366,109868,48019,140658,False
16,Asphalt Nitro,1618815,50.0 M,4,0.6,1.3,0.0,GAME RACING,1155090,182406,92136,41613,147567,False
17,City Racing 3D,1555939,50.0 M,4,0.1,0.1,0.0,GAME RACING,1139740,156099,102803,35354,121941,False
18,Nitro Nation Drag & Drift Car Racing,1516846,10.0 M,4,0.4,1.0,0.0,GAME RACING,1152122,186491,65330,26060,86840,False
19,Racing Fever,1471540,50.0 M,4,0.0,0.1,0.0,GAME RACING,1103560,147780,89499,34002,96697,False
20,Drive Ahead!,1463492,50.0 M,4,0.9,1.8,0.0,GAME RACING,1021504,128346,80074,47703,185862,False
21,Street Racing 3D,1446238,100.0 M,4,1.7,3.4,0.0,GAME RACING,1019029,156704,82624,42277,145602,False
22,Drift Max Pro - Car Drifting Game with Racing Cars,1415418,50.0 M,4,1.7,3.9,0.0,GAME RACING,1121337,131782,63322,26528,72448,False
23,Driving School 2016,1364891,50.0 M,4,0.3,0.6,0.0,GAME RACING,987702,138417,74068,34247,130454,False
24,Racing in Car,1297337,50.0 M,4,0.1,0.1,0.0,GAME RACING,882650,139848,108195,37861,128780,False
25,Drift هجولة,1219865,10.0 M,4,0.9,2.0,0.0,GAME RACING,977765,57490,37557,29620,117431,False
26,Trials Frontier,1119800,10.0 M,4,0.1,0.1,0.0,GAME RACING,766370,143156,72043,32718,105511,False
27,Bike Racing 3D,1109569,100.0 M,4,0.3,0.6,0.0,GAME RACING,742944,103484,76033,43585,143520,False
28,CarX Drift Racing,1100694,10.0 M,4,0.2,0.5,0.0,GAME RACING,852081,98112,45985,22363,82151,False
29,"Asphalt 8 Racing Game - Drive, Drift at Real Speed",924106,100.0 M,4,0.0,0.1,0.0,GAME RACING,730045,75692,31616,15958,70792,False
30,CSR Classics,899964,10.0 M,4,0.0,0.1,0.0,GAME RACING,697561,102310,38678,12966,48447,False
31,BMX Boy,895239,100.0 M,4,0.2,0.3,0.0,GAME RACING,654777,72957,50728,25429,91346,False
32,Racing Moto,883713,100.0 M,4,0.4,0.7,0.0,GAME RACING,608166,77193,53756,31658,112937,False
33,Real Bike Racing,851386,100.0 M,4,2.8,6.1,0.0,GAME RACING,571641,72556,52594,32840,121752,False
34,Turbo Stars - Rival Racing,849317,50.0 M,4,2.0,4.4,0.0,GAME RACING,648879,74627,40777,19697,65335,False
35,Top Speed: Drag & Fast Racing,847739,10.0 M,4,0.4,0.8,0.0,GAME RACING,679415,70848,31619,14431,51423,False
36,CarX Highway Racing,780720,10.0 M,4,3.5,7.1,0.0,GAME RACING,606816,109933,25613,9960,28395,False
37,Trial Xtreme 4: Extreme Bike Racing Champions,735549,50.0 M,4,0.1,0.3,0.0,GAME RACING,460052,86095,52656,28914,107829,False
38,Dr. Parking 4,725551,100.0 M,4,0.7,1.4,0.0,GAME RACING,496433,68326,45697,27638,87455,False
39,Racing in Car 2,724219,100.0 M,4,2.6,5.4,0.0,GAME RACING,475029,61493,45462,32518,109714,False
40,Drag Racing,713034,100.0 M,4,0.0,0.0,0.0,GAME RACING,522787,91183,38976,16107,43979,False
41,Moto Rider GO: Highway Traffic,707004,100.0 M,4,1.1,1.8,0.0,GAME RACING,482641,95941,40848,21087,66484,False
42,Uphill Rush Water Park Racing,699303,100.0 M,4,0.5,1.1,0.0,GAME RACING,489279,54309,38758,26555,90399,False
43,Asphalt Xtreme: Rally Racing,682124,10.0 M,4,0.3,0.6,0.0,GAME RACING,453061,80544,39897,20677,87942,False
44,Turbo Driving Racing 3D,654903,50.0 M,4,0.8,1.6,0.0,GAME RACING,461668,51409,36192,23100,82532,False
45,Driving School 2017,635669,10.0 M,4,0.4,0.9,0.0,GAME RACING,460158,67101,32671,16480,59256,False
46,City Racing Lite,630972,10.0 M,4,2577.7,0.1,0.0,GAME RACING,481202,56421,42201,12617,38529,False
47,MotoGP Racing '20,619717,10.0 M,4,0.8,1.6,0.0,GAME RACING,401585,96573,51712,19328,50516,False
48,Earn to Die Lite,611439,10.0 M,4,0.1,0.3,0.0,GAME RACING,434421,43582,29734,17096,86604,False
49,Garena Speed Drifters,577754,10.0 M,4,0.5,1.2,0.0,GAME RACING,376407,52922,35205,20118,93100,False
50,Rally Racer Dirt,577204,50.0 M,4,0.1,0.3,0.0,GAME RACING,394695,73535,38827,17438,52706,False
51,F1 Clash,559157,5.0 M,4,4.8,10.1,0.0,GAME RACING,316445,126788,52399,16657,46866,False
52,Rally Fury - Extreme Racing,558462,50.0 M,4,4.4,10.1,0.0,GAME RACING,409899,59875,29768,13972,44946,False
53,Racing Fever: Moto,549630,50.0 M,4,1.2,6004.4,0.0,GAME RACING,393808,49832,30694,18239,57054,False
